metric,index,mean,std
accuracy (train) (transpose_{'n_semitones': 24}),1,0.946429325410537,0.18624563779918654
accuracy (train) (transpose_{'n_semitones': 24}),2,0.9488818774444099,0.18664650753876355
accuracy (train) (transpose_{'n_semitones': 24}),3,0.9517871440707085,0.18707860902205373
accuracy (train) (transpose_{'n_semitones': 24}),4,0.9574462107245284,0.18791328478772665
accuracy (train) (transpose_{'n_semitones': 24}),5,0.9999988232497605,8.566871055572698e-06
accuracy (train) (transpose_{'n_semitones': 24}),6,0.9930921866346867,0.009560488570795049
accuracy (train) (transpose_{'n_semitones': 24}),7,0.9980889263180062,0.0033363834982964085
accuracy (train) (transpose_{'n_semitones': 24}),8,0.9996921172796136,0.0008169165513303157
accuracy (train) (transpose_{'n_semitones': 24}),9,0.9999676350003908,0.00013558455763786178
accuracy (train) (transpose_{'n_semitones': 24}),10,1.0,0.0
accuracy (train) (transpose_{'n_semitones': 24}),11,1.0,0.0
accuracy (train) (transpose_{'n_semitones': 24}),12,0.9541443900066404,0.03277373160503863
accuracy (train) (transpose_{'n_semitones': 24}),13,0.9711811882258453,0.028210667030980085
accuracy (train) (transpose_{'n_semitones': 24}),14,0.9647777280254313,0.03359120662253737
accuracy (train) (transpose_{'n_semitones': 24}),15,0.0258312891116846,0.02289234934238853
accuracy (train) (transpose_{'n_semitones': 24}),16,0.35304864104115696,0.12772128194612367
accuracy (test) (transpose_{'n_semitones': 24}),0,0.9480913481375908,0.18647395969961322
accuracy (test) (transpose_{'n_semitones': 24}),1,0.9436433007803372,0.1859558140905309
accuracy (test) (transpose_{'n_semitones': 24}),2,0.9449489871764706,0.18614375894103122
accuracy (test) (transpose_{'n_semitones': 24}),3,0.9464047145142532,0.18631618468610908
accuracy (test) (transpose_{'n_semitones': 24}),4,0.948042225161789,0.1864747676199974
accuracy (test) (transpose_{'n_semitones': 24}),5,0.9838751323074084,0.015221887584871367
accuracy (test) (transpose_{'n_semitones': 24}),6,0.9828570199582868,0.016005346940791615
accuracy (test) (transpose_{'n_semitones': 24}),7,0.983785735626305,0.01481343232542199
accuracy (test) (transpose_{'n_semitones': 24}),8,0.9841395239977159,0.015025508104155441
accuracy (test) (transpose_{'n_semitones': 24}),9,0.9841860217164152,0.014805979216419175
accuracy (test) (transpose_{'n_semitones': 24}),10,0.9800703058918946,0.019268408141903733
accuracy (test) (transpose_{'n_semitones': 24}),11,0.9770494794751682,0.021621942256123124
accuracy (test) (transpose_{'n_semitones': 24}),12,0.9537252806819745,0.03434640275785394
accuracy (test) (transpose_{'n_semitones': 24}),13,0.9688057989902998,0.028817099955639452
accuracy (test) (transpose_{'n_semitones': 24}),14,0.9655204638974757,0.033536681482418035
accuracy (test) (transpose_{'n_semitones': 24}),15,0.025199118531865242,0.023585962796949602
